tenure_months,monthly_fee_chf,usage_hours_last_30d,support_tickets_last_6m,payment_delay_days_avg,contract_type,plan_type,auto_renew_enabled,email_engagement_score,days_since_last_login,churned
24,25.4,24.6,0,28.9,monthly,basic,1,6.8,58,0
3,36.68,34.9,1,0.8,monthly,basic,1,6.6,62,0
19,45.26,15.1,0,6.7,annual,basic,0,0.4,44,0
16,13.91,14.9,3,8.3,monthly,basic,0,6.5,48,1
41,30.47,12.6,2,3.2,monthly,standard,1,2.2,36,1
54,38.13,14.1,0,0.4,monthly,basic,1,6.1,29,1
59,36.88,15.6,1,7.3,annual,basic,1,0.5,10,0
31,32.95,15.4,2,14.6,monthly,basic,0,4.8,68,1
15,32.33,28.5,1,2.8,annual,standard,1,9.6,75,0
3,20.67,16.9,2,2.3,monthly,standard,1,4.4,13,0
4,19.22,7.5,2,1.9,annual,basic,1,9.8,79,1
49,48.35,0.8,0,2.9,monthly,standard,1,5.9,45,0
6,42.3,22.7,3,4.3,monthly,premium,1,3.4,1,0
50,53.42,15.6,3,0.4,monthly,premium,1,8.1,6,0
51,17.66,20.6,0,1.4,monthly,basic,1,3.0,44,0
39,8.0,6.0,1,2.9,monthly,basic,0,9.4,76,1
25,27.82,14.5,0,6.7,monthly,basic,1,6.8,77,0
47,40.52,25.1,1,5.1,monthly,standard,0,3.5,38,0
41,48.7,11.0,2,12.1,annual,premium,1,9.7,38,1
39,19.78,18.9,1,2.6,monthly,basic,1,5.4,81,0
32,13.45,20.0,1,1.0,annual,standard,1,4.2,70,0
49,20.13,20.2,1,3.9,monthly,premium,1,9.0,16,0
36,40.24,7.9,0,8.9,monthly,basic,0,3.3,83,1
2,32.87,20.6,3,9.3,annual,standard,1,5.9,80,0
36,39.52,20.2,1,6.2,monthly,basic,1,7.5,1,0
55,39.83,26.5,1,0.9,monthly,premium,0,5.8,62,0
15,37.05,32.2,0,8.4,monthly,premium,1,3.1,61,0
41,8.0,16.1,2,7.0,monthly,basic,1,3.3,48,0
9,53.35,23.0,1,2.8,annual,standard,0,8.2,24,0
32,32.86,14.2,0,0.7,monthly,standard,0,1.7,38,0
47,33.14,30.0,0,4.7,annual,standard,1,0.6,82,0
20,60.58,27.4,0,5.8,annual,standard,0,7.3,38,0
49,24.6,0.8,2,2.9,monthly,basic,1,4.2,58,1
41,25.4,23.9,2,4.1,monthly,premium,1,5.5,6,0
37,23.31,16.1,3,24.5,monthly,basic,1,2.7,77,1
30,33.26,6.2,1,6.1,monthly,basic,0,1.8,55,1
28,31.0,22.3,1,5.5,monthly,standard,1,5.2,48,0
49,53.15,24.3,2,6.1,annual,premium,1,7.1,74,0
45,44.96,16.8,0,16.3,monthly,premium,1,7.0,6,0
13,38.8,22.7,2,11.8,monthly,premium,0,9.2,5,0
56,33.71,19.5,0,16.5,annual,standard,1,7.5,30,0
12,48.62,13.1,1,17.5,annual,standard,0,7.0,77,1
41,43.16,16.4,2,8.7,annual,basic,0,7.3,18,0
29,8.74,23.0,2,2.8,monthly,basic,0,5.2,35,0
54,48.82,3.4,5,7.0,monthly,standard,1,4.0,33,0
39,28.23,31.9,5,3.2,monthly,basic,1,7.4,65,0
43,25.28,14.0,0,7.2,annual,standard,1,7.0,37,0
42,36.78,22.0,1,0.1,monthly,basic,0,2.4,38,0
31,44.29,24.3,4,0.7,monthly,basic,1,2.6,54,0
5,16.82,33.5,2,5.0,monthly,premium,1,7.6,85,0
24,48.15,3.4,4,7.8,monthly,premium,1,9.0,52,0
3,14.01,6.7,3,7.0,monthly,standard,1,0.0,69,1
45,38.78,42.1,1,12.0,monthly,basic,1,2.9,8,0
14,31.23,12.4,1,2.1,monthly,basic,1,1.0,35,1
43,25.87,16.3,1,10.4,monthly,standard,0,9.8,71,0
45,29.04,11.7,1,4.0,monthly,basic,1,9.3,20,0
12,29.7,8.3,4,2.9,monthly,basic,0,9.4,3,0
6,23.28,25.0,3,3.0,monthly,standard,1,1.6,18,0
13,69.12,12.2,1,9.4,monthly,basic,0,7.4,6,0
53,38.38,13.3,1,8.5,monthly,standard,0,0.1,25,0
51,14.44,22.1,1,5.0,monthly,standard,1,9.8,57,0
22,49.65,24.9,0,7.9,monthly,premium,0,3.2,73,1
42,20.33,18.5,3,4.7,annual,basic,0,8.0,53,1
6,47.52,12.5,1,4.0,monthly,standard,1,8.5,4,0
10,26.79,15.8,2,13.5,monthly,basic,1,2.9,4,0
26,50.69,19.0,2,1.8,monthly,basic,1,7.6,18,1
26,50.16,22.7,2,4.0,annual,standard,1,6.3,70,0
32,33.44,19.9,1,2.5,monthly,premium,1,7.1,19,0
9,51.71,23.0,1,4.1,monthly,premium,0,0.4,56,0
29,29.94,0.2,4,1.9,monthly,premium,0,9.6,19,0
54,26.51,38.0,2,6.8,monthly,standard,1,10.0,69,0
45,36.26,26.2,2,12.9,annual,standard,1,0.7,9,0
8,23.61,29.2,2,5.3,annual,standard,1,1.8,59,0
33,35.23,26.9,1,0.6,annual,standard,1,1.9,51,0
28,32.16,0.0,2,5.5,annual,standard,1,6.4,77,1
42,31.39,21.0,2,9.9,monthly,standard,0,0.2,44,0
38,30.57,27.8,4,0.4,monthly,basic,1,6.2,16,0
24,33.22,12.2,0,14.5,monthly,standard,1,8.7,67,0
38,39.73,5.6,3,7.9,monthly,premium,1,5.9,41,0
7,46.73,16.6,1,12.5,monthly,standard,1,8.3,10,0
53,39.61,15.3,2,1.7,annual,basic,1,8.4,14,0
52,41.57,22.1,0,4.1,monthly,basic,1,8.1,71,0
34,33.09,6.4,3,1.5,monthly,standard,1,0.9,53,0
53,54.06,25.4,2,3.2,annual,premium,1,6.9,80,0
40,23.63,11.2,1,11.1,monthly,premium,0,9.8,80,1
5,41.52,16.6,2,4.4,monthly,standard,1,6.6,1,0
7,38.24,13.0,3,4.6,monthly,standard,1,1.8,53,1
36,50.92,24.3,2,7.8,monthly,basic,1,8.2,45,0
13,55.72,21.0,3,7.9,monthly,basic,0,9.3,77,1
44,45.04,26.1,1,1.5,annual,basic,1,3.1,10,0
2,32.17,14.2,3,7.1,annual,standard,1,8.8,72,0
3,31.77,10.8,1,3.2,annual,standard,0,6.0,78,0
54,33.16,23.0,1,2.5,annual,standard,1,6.4,26,0
9,39.96,27.3,2,1.0,monthly,standard,1,1.2,62,0
20,10.01,19.6,1,4.0,monthly,basic,1,7.8,3,0
43,17.79,28.5,1,1.4,monthly,basic,1,8.2,9,0
35,42.74,30.9,2,5.2,monthly,premium,1,9.6,24,0
40,40.93,14.1,0,3.3,annual,basic,1,0.1,37,0
60,32.66,22.7,0,5.5,monthly,basic,1,6.7,89,1
34,33.96,12.0,1,2.5,annual,standard,1,3.4,37,0
44,38.07,24.7,2,11.0,monthly,standard,0,4.4,55,0
48,29.11,17.2,0,10.8,monthly,standard,1,8.6,30,0
52,25.52,19.1,0,2.7,annual,standard,1,0.2,67,0
60,24.99,18.3,0,6.2,annual,premium,1,3.3,27,0
15,37.08,32.9,0,4.8,monthly,premium,1,3.6,24,0
9,37.31,22.7,2,4.9,monthly,premium,1,5.5,15,0
39,45.66,19.6,3,1.4,annual,standard,0,6.8,48,0
39,47.86,25.7,1,8.1,monthly,standard,1,3.3,28,0
23,32.54,4.3,3,3.9,annual,basic,1,8.0,89,0
36,29.78,25.2,0,3.1,monthly,standard,1,2.7,76,0
20,56.84,23.2,0,8.2,annual,standard,1,4.0,7,0
41,40.79,22.3,3,0.3,monthly,basic,1,8.3,34,0
41,35.76,31.7,3,8.8,monthly,standard,0,2.5,40,1
32,41.82,13.6,1,3.5,annual,standard,1,3.7,18,0
22,31.13,7.0,1,1.3,monthly,standard,1,8.8,29,0
44,36.53,22.8,0,3.2,annual,basic,1,6.8,27,0
5,29.33,15.1,0,2.5,annual,standard,0,2.5,32,0
46,49.89,10.1,3,7.7,monthly,standard,1,6.6,9,0
27,21.64,15.4,4,0.6,annual,basic,1,2.3,81,0
2,8.53,0.0,0,4.3,annual,basic,0,2.0,25,1
28,15.78,7.6,1,4.1,monthly,basic,0,8.0,27,0
42,28.14,22.1,1,3.5,annual,basic,1,4.2,88,0
37,36.75,10.5,2,5.3,monthly,premium,1,1.6,3,0
36,61.07,16.6,2,7.6,monthly,premium,1,3.4,2,0
15,48.32,10.5,0,8.9,monthly,standard,1,2.2,57,1
29,25.84,34.7,1,1.5,monthly,basic,1,6.5,83,0
47,36.48,6.9,2,2.7,monthly,basic,1,6.6,25,0
4,31.66,36.2,3,1.1,monthly,standard,0,1.0,10,0
52,52.68,5.0,1,8.5,monthly,standard,0,1.3,18,0
53,50.6,13.6,0,16.9,monthly,basic,1,6.0,21,0
6,40.3,6.0,2,1.1,monthly,standard,1,1.3,2,0
60,31.16,21.9,2,3.4,annual,basic,1,4.1,74,0
38,60.72,10.8,1,6.2,monthly,standard,0,6.8,76,0
8,41.79,19.7,1,2.1,monthly,basic,1,8.5,34,0
33,48.15,9.0,1,7.0,monthly,standard,1,6.2,19,0
26,21.02,23.9,0,4.2,monthly,standard,1,3.5,10,0
49,40.84,25.7,2,3.4,annual,basic,1,2.0,47,0
50,31.47,25.7,4,3.2,monthly,standard,1,3.4,47,0
36,24.92,17.2,3,0.7,monthly,standard,1,7.3,54,0
59,40.13,16.3,0,3.6,annual,basic,1,6.3,60,0
23,33.38,25.4,0,3.7,monthly,standard,1,2.3,51,0
12,39.85,27.3,2,4.9,monthly,standard,1,0.8,74,1
19,47.81,5.4,0,5.1,monthly,standard,1,8.4,41,0
55,49.99,20.9,2,0.1,monthly,premium,1,9.1,0,0
53,47.08,24.8,2,7.7,annual,premium,1,6.0,12,0
20,50.75,6.4,4,2.1,monthly,standard,1,0.4,82,1
59,29.49,10.5,0,1.6,monthly,basic,1,4.1,27,1
34,27.1,35.0,3,1.4,monthly,premium,1,0.2,30,0
2,38.09,21.0,2,15.5,annual,standard,0,2.3,17,0
28,33.32,30.7,0,3.6,monthly,basic,1,0.4,82,0
48,40.26,28.3,0,1.2,monthly,standard,1,1.9,84,0
6,37.57,10.8,2,15.6,annual,standard,0,9.0,50,1
47,33.79,22.1,2,16.0,annual,basic,1,5.2,71,0
21,37.89,17.5,1,10.1,monthly,basic,0,8.0,8,0
15,14.47,19.1,2,11.0,monthly,standard,1,0.4,76,1
57,60.02,17.1,2,7.2,monthly,basic,0,9.1,38,0
23,23.97,29.8,1,5.4,monthly,standard,1,1.3,23,0
31,9.46,13.1,0,5.7,monthly,premium,1,1.5,73,0
60,27.11,20.9,1,2.8,monthly,basic,0,3.4,33,0
32,28.98,12.9,1,8.2,monthly,basic,0,6.1,16,0
60,32.48,20.4,2,8.6,annual,premium,1,4.9,46,0
46,23.3,13.8,1,3.1,monthly,premium,1,5.8,30,0
16,42.52,18.6,1,6.6,monthly,standard,0,4.4,11,0
20,32.76,18.1,1,1.4,monthly,premium,1,3.4,83,0
22,42.97,12.7,2,5.6,monthly,premium,1,2.4,10,0
43,30.71,5.5,4,5.5,annual,standard,1,6.5,74,1
52,18.52,23.6,2,0.8,monthly,basic,1,1.8,89,1
51,21.82,26.3,1,4.5,annual,basic,1,8.1,31,0
3,42.37,22.6,1,1.3,monthly,premium,1,0.8,63,0
27,45.63,12.5,1,0.5,monthly,basic,0,7.7,5,0
45,29.66,0.0,1,7.0,monthly,premium,0,2.7,64,1
3,18.63,17.3,3,2.6,monthly,basic,0,4.6,65,1
7,36.02,32.8,3,1.0,monthly,standard,1,0.3,9,0
58,19.72,14.9,0,4.9,annual,basic,0,0.7,24,0
35,29.3,24.7,1,4.3,monthly,basic,1,0.0,84,1
10,50.49,23.7,2,9.1,annual,basic,1,8.3,39,0
50,37.33,30.7,3,13.4,monthly,premium,0,6.3,24,0
48,31.44,24.4,2,3.7,monthly,basic,1,5.9,16,0
50,48.37,12.2,1,6.3,monthly,basic,1,9.6,82,0
27,28.9,28.9,3,12.5,monthly,basic,0,2.0,29,1
11,39.03,16.5,0,5.9,monthly,standard,1,0.8,57,0
45,17.98,2.0,3,2.1,annual,premium,1,3.5,59,0
27,36.22,16.6,1,3.2,annual,basic,0,2.6,2,0
31,30.73,33.4,2,4.0,annual,standard,1,9.3,17,0
14,54.85,20.3,1,15.0,annual,basic,0,8.8,31,0
20,24.7,0.0,2,8.9,monthly,premium,1,3.2,86,1
22,34.21,12.3,0,7.0,monthly,premium,0,5.6,50,1
44,27.77,25.7,3,7.9,annual,standard,1,5.5,29,0
28,29.91,17.1,1,5.8,annual,premium,1,0.4,43,0
44,19.22,29.1,0,0.7,annual,basic,0,4.4,38,0
10,16.84,28.9,3,3.2,annual,basic,1,7.6,81,0
45,45.28,7.8,1,6.1,monthly,premium,0,3.2,22,0
41,55.2,11.4,0,5.2,annual,standard,1,0.8,27,0
36,43.69,9.9,2,9.1,monthly,standard,1,0.4,58,0
57,35.62,19.1,2,10.9,annual,basic,1,3.7,76,0
4,27.99,24.1,2,1.8,monthly,basic,0,2.7,82,0
1,16.41,9.3,1,3.8,monthly,standard,1,3.5,35,0
26,36.41,21.2,1,4.2,annual,basic,1,7.5,14,0
28,44.2,23.8,2,7.2,monthly,standard,0,9.1,52,0
60,30.66,21.7,0,4.8,monthly,basic,1,0.7,31,0
38,64.61,23.9,2,0.2,monthly,standard,1,1.0,43,0
6,20.01,0.0,8,5.1,monthly,premium,0,4.5,49,1
34,36.12,12.5,4,4.6,monthly,basic,0,7.7,56,1
51,42.63,11.3,1,12.4,monthly,standard,0,1.2,80,1
46,25.84,6.2,2,9.6,monthly,standard,1,2.6,1,0
8,18.15,33.5,2,7.2,annual,standard,0,6.2,77,0
21,54.79,6.6,1,3.3,monthly,standard,1,5.9,68,0
47,38.41,19.7,1,7.4,annual,standard,1,6.0,28,0
15,24.92,1.4,1,2.0,annual,standard,1,6.4,62,0
56,27.92,10.3,1,3.1,monthly,basic,0,9.2,26,1
47,34.82,22.1,4,6.3,annual,premium,1,4.3,37,0
40,34.85,22.1,0,6.9,annual,basic,0,8.0,21,0
34,41.08,11.5,1,0.8,monthly,standard,1,5.8,4,0
46,35.9,22.2,2,12.6,annual,basic,0,1.5,40,0
18,20.81,24.7,0,3.4,annual,basic,1,3.2,76,0
28,29.51,18.3,1,10.6,monthly,standard,1,7.2,61,0
58,20.6,22.4,1,8.0,annual,standard,1,6.7,0,0
59,34.66,16.5,2,6.6,annual,basic,1,1.0,60,0
45,37.3,10.6,2,13.1,annual,basic,1,7.2,4,0
12,22.78,20.9,1,11.6,monthly,premium,1,7.3,82,0
15,29.86,16.0,1,7.3,monthly,standard,0,6.0,70,1
9,42.91,15.0,1,10.1,monthly,basic,1,5.2,11,0
59,38.8,17.4,1,5.1,annual,basic,1,9.4,84,0
12,38.71,26.6,1,6.1,annual,standard,0,9.4,78,0
58,25.41,24.9,1,12.5,monthly,standard,1,2.1,27,0
5,11.11,17.8,4,3.7,monthly,basic,1,5.4,31,0
40,27.39,18.8,1,5.2,monthly,standard,0,4.9,88,0
59,40.49,7.7,1,3.5,annual,basic,0,6.3,18,0
4,29.73,11.4,3,11.3,monthly,standard,1,4.6,31,0
45,38.43,26.4,3,4.6,monthly,standard,1,2.3,57,1
43,51.24,20.3,1,2.6,annual,standard,1,6.8,17,0
25,49.46,16.4,0,2.3,monthly,standard,0,5.7,66,1
16,31.46,15.5,1,2.7,monthly,standard,0,6.9,68,1
13,27.34,15.2,1,0.8,monthly,standard,1,6.4,89,0
58,12.28,18.5,1,4.9,monthly,premium,1,2.0,42,0
18,29.45,3.7,3,3.1,annual,standard,0,0.7,40,1
1,42.84,10.3,2,1.8,monthly,standard,1,0.9,22,1
56,17.42,16.6,3,3.0,monthly,standard,1,3.5,4,0
40,43.46,8.9,3,2.8,annual,standard,0,7.6,37,0
1,43.96,8.8,4,6.2,annual,basic,0,2.0,32,0
43,61.92,11.6,0,15.3,annual,basic,1,5.9,85,1
9,18.57,5.2,2,2.7,monthly,basic,1,9.2,33,0
10,44.35,4.1,0,10.6,monthly,standard,1,4.5,73,0
45,30.92,31.8,2,8.6,annual,standard,1,9.9,30,0
25,24.47,25.6,0,7.3,monthly,basic,0,7.0,52,0
37,26.77,11.4,1,1.9,monthly,premium,0,5.9,9,0
17,59.13,11.6,2,4.2,monthly,standard,1,8.3,6,0
37,29.88,19.6,3,1.9,annual,standard,0,8.2,14,0
58,25.99,18.9,3,1.5,monthly,standard,1,6.0,57,0
40,21.21,11.1,2,4.0,monthly,premium,1,1.7,12,0
6,49.14,26.9,1,6.5,annual,standard,1,6.0,87,0
17,14.78,28.9,2,23.1,monthly,basic,1,7.9,79,0
4,59.89,27.2,1,28.0,monthly,premium,0,6.8,80,0
33,24.84,21.9,2,18.9,monthly,standard,1,3.1,43,1
37,17.85,8.8,3,4.1,monthly,standard,1,1.5,6,0
8,8.0,28.0,2,5.5,monthly,standard,1,7.4,80,0
4,36.65,12.2,4,3.7,monthly,basic,1,3.0,16,0
38,18.02,19.4,0,19.2,annual,standard,1,7.9,24,0
21,59.59,33.1,0,15.2,monthly,basic,1,7.9,59,0
51,34.28,32.8,1,7.2,monthly,basic,1,3.6,79,0
35,48.29,14.6,2,9.7,annual,basic,1,7.9,56,0
33,27.87,24.0,0,9.9,monthly,basic,1,1.3,19,0
13,48.14,11.2,2,3.9,monthly,premium,0,2.9,44,0
59,23.85,25.3,2,9.8,monthly,standard,1,8.0,66,0
4,30.34,28.7,1,4.7,monthly,basic,1,5.6,2,0
45,8.0,24.5,3,3.9,monthly,standard,1,9.3,87,0
60,41.75,28.2,1,11.8,monthly,premium,1,1.7,24,0
52,27.61,3.6,4,0.2,monthly,standard,0,8.4,50,0
46,19.71,23.7,1,3.1,annual,standard,1,5.0,76,0
34,31.42,10.2,1,3.9,monthly,standard,1,6.3,77,1
8,54.73,8.0,3,4.1,monthly,basic,1,6.7,32,0
52,18.59,19.7,3,8.2,annual,standard,0,0.4,62,1
1,24.87,27.3,0,5.9,monthly,basic,1,2.8,5,0
28,43.22,23.7,2,20.6,annual,standard,0,0.9,11,0
41,55.86,15.0,2,4.4,monthly,basic,1,6.9,57,0
59,19.67,24.1,2,1.4,annual,basic,1,1.1,80,0
38,46.48,22.0,2,4.4,annual,premium,1,1.8,35,0
57,42.07,23.2,0,1.0,annual,basic,1,2.2,33,0
33,28.87,16.2,1,3.3,monthly,basic,0,9.5,44,1
33,36.92,29.4,2,5.3,monthly,standard,1,5.0,36,0
22,28.68,16.3,5,5.7,annual,premium,1,3.2,75,1
30,26.01,17.5,1,7.5,monthly,standard,1,5.5,65,0
35,13.51,25.1,2,1.6,monthly,basic,1,7.7,84,0
17,54.73,26.1,3,4.7,monthly,basic,1,6.8,45,0
16,34.17,21.8,1,2.4,monthly,standard,1,2.9,14,0
23,25.13,14.3,1,9.8,annual,premium,1,6.9,2,0
56,31.23,23.4,2,3.0,monthly,basic,1,7.7,76,0
36,57.95,23.1,1,3.5,monthly,standard,0,9.4,65,0
5,38.1,22.6,1,6.6,monthly,basic,0,6.4,34,0
10,45.23,0.0,1,11.0,monthly,standard,0,0.5,27,1
50,38.65,1.5,2,0.4,annual,standard,1,6.5,9,0
28,41.24,7.7,1,1.4,monthly,basic,1,2.3,24,0
33,32.02,23.5,1,6.3,monthly,basic,0,8.8,82,1
6,18.17,23.5,2,6.4,annual,basic,0,7.5,2,0
4,31.58,28.5,0,4.8,monthly,basic,1,8.4,67,0
24,30.56,16.5,3,6.6,annual,standard,1,9.2,0,0
29,41.0,13.2,2,3.6,monthly,standard,1,5.4,14,0
44,53.1,9.3,2,10.6,annual,standard,0,9.5,64,1
32,33.02,20.0,1,2.6,monthly,basic,1,6.7,69,0
58,18.49,19.5,2,20.2,monthly,standard,1,6.9,51,0
5,20.48,17.7,1,1.5,annual,basic,0,4.0,12,0
10,36.76,10.5,0,5.0,monthly,premium,1,7.4,53,0
12,38.39,14.3,1,1.2,monthly,basic,1,7.9,85,0
19,37.34,20.8,1,6.7,monthly,standard,1,4.6,59,0
50,32.46,17.9,1,14.1,annual,standard,0,1.8,79,0
32,40.44,14.0,0,2.1,monthly,basic,0,2.1,79,0
3,46.09,20.9,5,14.9,annual,basic,1,3.2,69,1
30,39.74,1.2,1,10.4,monthly,standard,0,3.3,17,0
27,37.16,28.1,1,6.9,monthly,premium,0,9.1,43,0
37,66.52,4.8,3,14.6,annual,premium,1,3.8,20,1
23,36.65,37.6,1,4.2,monthly,basic,1,1.3,61,0
10,39.75,13.5,2,1.6,monthly,basic,1,8.2,76,0
24,17.0,4.0,0,12.0,monthly,standard,0,1.8,31,1
58,40.8,6.4,0,13.2,annual,standard,0,0.4,72,1
14,42.95,16.2,1,3.5,annual,basic,1,7.4,11,0
21,33.12,13.7,2,3.9,monthly,standard,1,8.8,37,0
22,53.6,28.8,2,2.5,annual,standard,0,0.3,76,0
36,11.85,25.5,3,3.5,monthly,standard,1,4.2,45,0
5,29.81,13.7,1,5.6,monthly,standard,1,2.6,67,0
44,17.74,24.8,2,3.2,monthly,standard,1,0.6,84,1
30,33.89,19.0,3,4.7,monthly,premium,1,9.3,23,0
2,34.74,15.6,2,4.3,annual,basic,0,3.2,76,1
23,42.1,3.6,4,5.0,monthly,standard,1,9.3,30,0
59,55.6,18.2,2,5.9,monthly,standard,0,4.8,84,0
52,35.74,21.0,2,3.3,monthly,premium,1,9.7,72,0
42,62.19,12.0,2,9.7,annual,premium,1,6.3,85,0
47,52.56,21.2,1,2.4,monthly,premium,1,7.3,75,0
21,32.63,17.9,1,2.0,annual,premium,1,0.1,60,0
7,46.74,22.6,3,1.1,annual,standard,0,4.7,55,0
6,31.44,11.9,1,8.0,monthly,basic,1,9.8,55,1
35,14.41,27.2,2,2.5,monthly,premium,1,9.3,70,0
9,28.2,6.1,1,13.1,monthly,premium,1,2.6,34,1
28,29.05,18.6,1,3.0,annual,basic,1,5.1,14,0
13,50.86,12.5,0,10.4,monthly,basic,1,3.8,80,1
59,34.72,20.6,3,6.0,annual,premium,1,5.1,25,0
7,24.79,27.9,2,7.0,monthly,basic,1,5.8,58,0
21,27.55,15.1,1,8.4,annual,premium,1,4.9,39,0
50,27.46,22.9,0,11.8,monthly,basic,1,3.4,42,1
6,28.92,17.0,3,8.4,monthly,standard,1,2.3,83,1
19,18.81,9.6,1,3.6,monthly,premium,0,0.6,66,1
45,41.72,17.1,1,4.5,annual,standard,1,2.9,48,0
42,38.01,40.3,1,7.4,monthly,basic,0,6.8,27,0
26,49.04,26.2,2,2.0,annual,basic,1,8.0,51,0
58,8.0,18.4,0,6.8,monthly,basic,1,0.4,55,1
32,42.01,15.7,0,7.7,monthly,standard,1,8.6,57,0
43,34.26,18.4,2,17.0,monthly,standard,1,2.8,78,1
52,14.2,24.8,0,4.7,annual,basic,1,4.2,75,0
21,47.33,13.5,1,9.8,monthly,standard,1,7.5,29,0
38,34.62,12.6,2,2.3,monthly,premium,1,4.1,65,0
54,41.91,21.8,1,3.8,monthly,basic,0,1.5,61,1
14,51.14,31.7,1,5.3,monthly,basic,1,8.4,47,0
